Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
Gly1, Gly2, GlyA, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyD, GlyE	10.10	0.00	0.00
Gly1, GlyA, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyC, GlyD	3.40	0.00	0.00
Gly2, GlyA, GlyB, GlyC, GlyE	3.62	0.00	0.00
Gly2, GlyA, GlyB, GlyD, GlyE	10.56	0.00	0.00
Gly2, GlyA, GlyC, GlyD, GlyE	3.73	0.00	0.00
Gly2, GlyB, GlyC, GlyD, GlyE	3.70	0.00	0.00
GlyA, GlyB, GlyC, GlyD, GlyE	5.05	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyC, GlyD, GlyE	3.77	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
