Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
Gly1, Gly2, GlyA, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyD	9.20	0.00	0.00
Gly1, GlyA, GlyB, GlyE	10.26	0.00	0.00
Gly1, GlyA, GlyC, GlyD	0.00	0.00	0.00
Gly1, GlyA, GlyC, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyD, GlyE	10.81	0.00	0.00
Gly1, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, GlyB, GlyD, GlyE	10.67	0.00	0.00
Gly1, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyC	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyD	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyC, GlyD	0.00	0.00	0.00
Gly2, GlyA, GlyC, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly2, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly2, GlyB, GlyD, GlyE	3.39	0.00	0.00
Gly2, GlyC, GlyD, GlyE	0.00	0.00	0.00
GlyA, GlyB, GlyC, GlyD	13.79	0.00	0.00
GlyA, GlyB, GlyC, GlyE	5.13	0.00	0.00
GlyA, GlyB, GlyD, GlyE	39.02	0.00	0.00
GlyA, GlyC, GlyD, GlyE	5.41	0.00	0.00
GlyB, GlyC, GlyD, GlyE	5.33	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyD, GlyE	10.10	0.00	0.00
Gly1, GlyA, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
GlyA, GlyB, GlyC, GlyD, GlyE	5.05	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC, GlyD	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, GlyA, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly2, GlyA, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
Gly1, Gly2, GlyA, GlyB, GlyC, GlyD, GlyE	0.00	0.00	0.00
